Discretization	diffusion	R2
10.0	0.0	-0.0004581566023671435
10.0	5.0	-0.08467154822781842
10.0	75.0	-0.0032934222292768656
10.0	1.0	-0.010246443911823278
28.0	0.0	-0.06386075957134629
28.0	5.0	-0.033527221997579515
28.0	75.0	-0.0001050050728357288
28.0	1.0	0.4223545242260214
46.0	0.0	-0.041596017711138966
46.0	5.0	-0.0016542577668903213
46.0	75.0	0.003431793963722396
46.0	1.0	-2.6005123241468198e-06
