Discretization	diffusion	MSE
10.0	0.0	0.12472818991405273
10.0	5.0	0.13494568134293838
10.0	75.0	0.12799391024345166
10.0	1.0	0.12273828991762002
28.0	0.0	0.1325894195624238
28.0	5.0	0.11705467282424943
28.0	75.0	0.11758902498429831
28.0	1.0	0.0683043448695546
46.0	0.0	0.12976429764720032
46.0	5.0	0.11394981335778688
46.0	75.0	0.11738397679627394
46.0	1.0	0.11575524518294328
