1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
-1.5022201797534178	-1.4531999696265157	-1.3940639236679524	-1.284966024166001	-1.4350137240487872	-1.4094588973250706	-1.2586705917922516	-1.4678278284081112	-1.2654222545704128	-1.2908424231816418	-1.4605449980510166	-1.2304243260706458	-1.28331544194995	-1.3050688378899578	-1.2767603596326036	-1.4585077456722795	-1.5141272199738167	-1.3310551847332341	-1.2716922246119249	-1.501059825487412
0.8826137985092471	0.8767164756222012	0.8727440371506314	0.8734051196680744	0.8814245264139209	0.880117215407237	0.8816415290445638	0.8825201086048097	0.8787510346902238	0.8821166191683135	0.8771285643735515	0.8791441082235558	0.8749402277456749	0.8762161078731353	0.8816491059308369	0.8817308962186756	0.8819907423350338	0.882066627148939	0.8756347913891254	0.8774875940753923
0.8436391285341702	0.8386971183520633	0.8415184640573347	0.8431673348243844	0.839421827839153	0.8444388487390722	0.8471774450054534	0.8496607904052174	0.8381832310496429	0.8431330842447989	0.8431408471445359	0.8401412168383375	0.8408155040911207	0.8424954170069541	0.8396108275707193	0.8486181146745815	0.8497164604647449	0.8476777965538193	0.8394734603994529	0.8427099224037373
0.8306012584433706	0.8358199641891355	0.8310847393928436	0.8250569295634894	0.8234361547493841	0.8420761193387205	0.8289519489915377	0.8280310970429716	0.8215904010918207	0.825303304500387	0.8424773523993069	0.8319700187102759	0.8255022653173236	0.8281659309281503	0.8347675583296779	0.8409360677677369	0.8427020433378203	0.8318987183057935	0.8279223942752214	0.828526428762176
0.9241605045766542	0.9397650255236473	0.9173236771782266	0.9383736221850529	0.9307906704039817	0.9392681497895313	0.9231647299218941	0.9218581309046447	0.9161277259031914	0.9197541684144168	0.9401105101176318	0.9357129613174151	0.9200558416533832	0.9228028381853022	0.9343492858444582	0.9200177331376926	0.9275322024191631	0.9213972206416564	0.937397146066538	0.9391165594572005
0.9291171129310237	0.9219085917648507	0.9420378942063383	0.9234517775555644	0.922895934710755	0.9255152156490741	0.9402408760404533	0.9265985974627126	0.9426798398206665	0.9397956545764579	0.9403711765426536	0.9311814807888932	0.9248947853536362	0.9399242786019862	0.932502325155235	0.9380709799312363	0.9327937413728083	0.9260001646066711	0.9233455929460825	0.9270540886427938
0.939332815173297	0.9222995321342857	0.921727008742794	0.9231272350115439	0.9404190307751895	0.940423689005404	0.9279035227039585	0.9408695110505638	0.9389913179999151	0.9242176530134683	0.927664314271845	0.9234175060002415	0.9297429171893364	0.9424043102318785	0.9357506351600143	0.9412184747607779	0.9276474689257079	0.9255965649725919	0.9297251198554833	0.930895981513611
0.9352191912631654	0.9240021367535205	0.933909829065213	0.9420306950817593	0.9340357192620389	0.9270747575174998	0.92903178416638	0.9280039448266533	0.9232630727698871	0.9309357921054134	0.9400663650230705	0.9256349652469749	0.9336459037118676	0.929067042423871	0.9254665428165573	0.9421176150149199	0.9292419702528224	0.9410588679090091	0.9274379077232314	0.9288391949534439
0.9418847507804333	0.9402408710848276	0.9408200324206739	0.9254325593607432	0.9415185922264687	0.9399431942089361	0.9291457134571889	0.9299241480062805	0.9335170562015989	0.9420022727770199	0.9314792744217866	0.9371582384779149	0.926593308164207	0.935419612264461	0.9259205156264325	0.9268372323064042	0.9396316607397664	0.9408314644138872	0.9250352180150008	0.9287807127799795
0.9451314348221711	0.9298011288709533	0.9291731826930435	0.9420452225042201	0.9296270540966932	0.9387656212987063	0.9442160327053378	0.933854349122253	0.9283264613982788	0.9421159064561471	0.9419207790325472	0.9419134898470856	0.9336260763906568	0.9336282482356792	0.9436004304794577	0.944205021918005	0.9338316604233617	0.9428670123315465	0.9300260884413472	0.9332423191896213
