Discretization	diffusion	MSE
46.0	0.0	0.1253825005395637
46.0	5.0	0.1209330252686725
46.0	75.0	0.11569194076289725
46.0	1.0	0.009553107596615075
28.0	0.0	0.011305714588452557
28.0	5.0	0.0913278866781532
28.0	75.0	0.007680359347671848
28.0	1.0	0.1142188909521984
10.0	0.0	0.014557217113627645
10.0	5.0	0.060082448714750325
10.0	75.0	0.09402687714199855
10.0	1.0	0.045390038395858284
