Discretization	diffusion	R2
46.0	0.0	0.002100588011418214
46.0	5.0	-0.06261203583689445
46.0	75.0	0.026970170786287828
46.0	1.0	0.9168764453349655
28.0	0.0	0.9096591532262932
28.0	5.0	0.19091695008326248
28.0	75.0	0.9348813763111579
28.0	1.0	0.035355281294786156
10.0	0.0	0.8833555100460256
10.0	5.0	0.5175533110924291
10.0	75.0	0.26018462885437554
10.0	1.0	0.6276265250002431
