Discretization	diffusion	MSE
46.0	0.0	0.10054802426593624
46.0	5.0	0.09560323124714547
46.0	75.0	0.09577356122787402
46.0	1.0	0.01987454675000748
28.0	0.0	0.07503266321485075
28.0	5.0	0.09370480375734451
28.0	75.0	0.04221561490848811
28.0	1.0	0.10276176106764061
10.0	0.0	0.0883662858943805
10.0	5.0	0.09193319588347561
10.0	75.0	0.09628066691078589
10.0	1.0	0.09479050946164523
