Discretization	diffusion	R2
46.0	0.0	0.004615667910184751
46.0	5.0	0.005332981691337002
46.0	75.0	-0.40849679553525586
46.0	1.0	0.3557452543708688
28.0	0.0	-0.34229561860358393
28.0	5.0	0.3382680915441164
28.0	75.0	0.0434320232047084
28.0	1.0	0.004855110671399765
10.0	0.0	0.06832951822961464
10.0	5.0	-0.09594709229672183
10.0	75.0	-0.05440151160685347
10.0	1.0	0.04081128157088032
