Discretization	diffusion	MSE
46.0	0.0	0.1126762989864623
46.0	5.0	0.112595099936541
46.0	75.0	0.15944012874103022
46.0	1.0	0.07292885572103326
28.0	0.0	0.1519462358147191
28.0	5.0	0.07490724935313692
28.0	75.0	0.10828233465155264
28.0	1.0	0.112649194356338
10.0	0.0	0.10546396841551754
10.0	5.0	0.12405988145875993
10.0	75.0	0.11935697211966113
10.0	1.0	0.10857899942552945
