Discretization	diffusion	R2
46.0	0.0	0.9512317194066767
46.0	5.0	0.8689654870272161
46.0	75.0	0.9502679160537074
46.0	1.0	0.21885795933421082
28.0	0.0	0.835473459855124
28.0	5.0	0.28478150080186204
28.0	75.0	0.9763655720961353
28.0	1.0	0.9784188724667001
10.0	0.0	0.8884221707322976
10.0	5.0	0.5064686935870768
10.0	75.0	0.6320237792737109
10.0	1.0	0.6759754398954994
