Discretization	diffusion	MSE
46.0	0.0	0.12491310928357324
46.0	5.0	0.22404552369411848
46.0	75.0	0.131367879418905
46.0	1.0	0.2339223542793019
28.0	0.0	0.4164889196532951
28.0	5.0	0.24826403259955376
28.0	75.0	0.11700210364769516
28.0	1.0	0.12892222504400233
10.0	0.0	0.12645977171245062
10.0	5.0	0.1261422426776582
10.0	75.0	0.10893406863698832
10.0	1.0	0.10240910377031184
