Discretization	diffusion	MSE
46.0	0.0	0.11596240648328102
46.0	5.0	0.15310172737604527
46.0	75.0	0.08972567688104767
46.0	1.0	0.08905064429693409
28.0	0.0	0.22073820275022052
28.0	5.0	0.08215851409239056
28.0	75.0	0.11131021887989091
28.0	1.0	0.12407920868295678
10.0	0.0	0.11724302856822724
10.0	5.0	0.14265152060849326
10.0	75.0	0.14070261408183618
10.0	1.0	0.1860470192485983
