Discretization	diffusion	R2
46.0	0.0	-0.024413861328162367
46.0	5.0	-0.35250325061095245
46.0	75.0	0.2073618519873578
46.0	1.0	0.21332510125912785
28.0	0.0	-0.9500050186919351
28.0	5.0	0.274210296122955
28.0	75.0	0.01668364269008149
28.0	1.0	-0.09611782932235524
10.0	0.0	-0.03572689849879951
10.0	5.0	-0.2601859471754713
10.0	75.0	-0.2429692739372502
10.0	1.0	-0.6435425165528095
