Discretization	diffusion	R2
46.0	0.0	-0.0026563511592612166
46.0	5.0	-0.969429752703415
46.0	75.0	-0.11528894740464968
46.0	1.0	-1.0208411483001725
28.0	0.0	-2.3417916744616014
28.0	5.0	-1.1920324045481232
28.0	75.0	0.004886812542789887
28.0	1.0	-0.09028701125244076
10.0	0.0	-0.014347359478037003
10.0	5.0	-0.013910932906372242
10.0	75.0	0.14610910540757927
10.0	1.0	0.15708103007143015
