Discretization	Diffusion	MSE	R2	diffusion
10.0			0.1271345814653106	0.0
10.0			0.12734014799583904	5.0
10.0			0.12715467333514174	75.0
10.0			0.12793138561768946	1.0
28.0			0.1325483374552718	0.0
28.0			0.12830757413333435	5.0
28.0			0.1330890435646687	75.0
28.0			0.12723217309845203	1.0
46.0			0.12718260700638884	0.0
46.0			0.12719514561065323	5.0
46.0			0.12789190831186478	75.0
46.0			0.1271982474163126	1.0
