Discretization	diffusion	R2
10.0	0.0	-1.1273343105231186
10.0	5.0	-1.0699822798166725
10.0	75.0	-0.9166819654256022
10.0	1.0	-0.8507063891788755
28.0	0.0	-1.0943626349104583
28.0	5.0	-0.27581206843341266
28.0	75.0	-1.2228381108387474
28.0	1.0	-0.840719901660973
46.0	0.0	-1.2199818498418957
46.0	5.0	-0.6981870631859097
46.0	75.0	-0.5179284001981204
46.0	1.0	-0.5113971842754859
