Discretization	diffusion	MSE
10.0	0.0	0.7252546660324634
10.0	5.0	0.48277340365355215
10.0	75.0	1.4497615560333652
10.0	1.0	0.4203093257219154
28.0	0.0	0.6316953831469923
28.0	5.0	1.4374296713736014
28.0	75.0	0.722486838501819
28.0	1.0	0.7476956429626436
46.0	0.0	0.5601820277119977
46.0	5.0	3.4502562530955125
46.0	75.0	0.6415347723993245
46.0	1.0	0.31997669628290515
