Discretization	diffusion	R2
10.0	0.0	-5.494849478709535
10.0	5.0	-3.3233649308417554
10.0	75.0	-11.983002423089486
10.0	1.0	-2.7639824090970375
28.0	0.0	-4.6570010812613205
28.0	5.0	-11.872567098223355
28.0	75.0	-5.470062843012443
28.0	1.0	-5.695814428185904
46.0	0.0	-4.016579859556345
46.0	5.0	-29.897967398707717
46.0	75.0	-4.745115443221827
46.0	1.0	-1.8654768819635597
