Discretization	diffusion	MSE
10.0	0.0	0.26559997305513094
10.0	5.0	0.2560905900465506
10.0	75.0	0.2354503485708208
10.0	1.0	0.22071965256325046
28.0	0.0	0.2612080355595976
28.0	5.0	0.14284897631973642
28.0	75.0	0.24151657082777656
28.0	1.0	0.19798905178641218
46.0	0.0	0.2768726336491906
46.0	5.0	0.18766157745516102
46.0	75.0	0.16702446828517464
46.0	1.0	0.16521241442008258
