Discretization	diffusion	MSE
46.0	0.0	0.22546902730438456
46.0	5.0	0.15163804340573087
46.0	75.0	0.17292030840945635
46.0	1.0	0.1768246755157189
28.0	0.0	0.29753595879353795
28.0	5.0	0.20868902634099196
28.0	75.0	0.18454362058231077
28.0	1.0	0.06985930801837249
10.0	0.0	0.2685488859293206
10.0	5.0	0.13305746321791823
10.0	75.0	0.1745034071363412
10.0	1.0	0.1290957622986887
