Discretization	diffusion	R2
46.0	0.0	-0.9917972028641049
46.0	5.0	-0.3395730416469802
46.0	75.0	-0.5275809308538926
46.0	1.0	-0.5620721759449967
28.0	0.0	-1.6284376952422939
28.0	5.0	-0.8435623903822025
28.0	75.0	-0.6302614672925111
28.0	1.0	0.38286169072274
10.0	0.0	-1.3723654030058015
10.0	5.0	-0.17543188182499114
10.0	75.0	-0.5415660517982879
10.0	1.0	-0.14043414885986505
