Discretization	diffusion	R2
46.0	0.0	-0.426799718977831
46.0	5.0	-0.7817777321281412
46.0	75.0	-0.5903316886669134
46.0	1.0	-1.4728228604891442
28.0	0.0	-0.5026275711895294
28.0	5.0	-0.33341761256582236
28.0	75.0	-1.6480454082341525
28.0	1.0	-0.012622809040692351
10.0	0.0	-0.9799233870004782
10.0	5.0	-0.035065730195694256
10.0	75.0	-0.491666012313005
10.0	1.0	-0.03443071069399406
