Discretization	diffusion	MSE
46.0	0.0	0.006434266424512856
46.0	5.0	0.001979187800776259
46.0	75.0	0.01001209740744011
46.0	1.0	0.004548107073434494
28.0	0.0	0.013298082781637523
28.0	5.0	0.03377679001570229
28.0	75.0	0.0037990781236449246
28.0	1.0	0.003480297470664435
10.0	0.0	0.009959971290449298
10.0	5.0	0.006290207535069339
10.0	75.0	0.010188687049752366
10.0	1.0	0.006878266610389752
