Discretization	diffusion	R2
46.0	0.0	0.9483532342394667
46.0	5.0	0.9826023243992233
46.0	75.0	0.9149991487397812
46.0	1.0	0.9607091765590838
28.0	0.0	0.8932998689065464
28.0	5.0	0.7017698558233683
28.0	75.0	0.9676885062476932
28.0	1.0	0.9705673468925544
10.0	0.0	0.9201100046114536
10.0	5.0	0.9494403297842552
10.0	75.0	0.9201349292421344
10.0	1.0	0.9433856835704036
