Discretization	diffusion	R2
46.0	0.0	0.19554597194734635
46.0	5.0	0.8716341424197538
46.0	75.0	0.8817567434232894
46.0	1.0	0.8674652373799563
28.0	0.0	0.3488967832640202
28.0	5.0	0.7166004153151755
28.0	75.0	0.6908157520605945
28.0	1.0	0.561752417011939
10.0	0.0	0.2547431309849283
10.0	5.0	0.4727298403862582
10.0	75.0	0.34652557289470254
10.0	1.0	0.3880320117990341
