Discretization	diffusion	MSE
46.0	0.0	0.09106322016885621
46.0	5.0	0.014530859369665432
46.0	75.0	0.013384993214830148
46.0	1.0	0.015002774363268126
28.0	0.0	0.07370409434309928
28.0	5.0	0.032080489221227984
28.0	75.0	0.034999281824722825
28.0	1.0	0.04960909479776857
10.0	0.0	0.08436217357224784
10.0	5.0	0.05968634248697107
10.0	75.0	0.07397251248061618
10.0	1.0	0.06927403394416096
