Discretization	diffusion	MSE
46.0	0.0	0.11221073460579939
46.0	5.0	0.11887163071197257
46.0	75.0	0.12735023191352576
46.0	1.0	0.11153742697509275
28.0	0.0	0.11758579309699402
28.0	5.0	0.11728215825073507
28.0	75.0	0.11630364524581291
28.0	1.0	0.11567259106205002
10.0	0.0	0.11040655174924952
10.0	5.0	0.11562636078675698
10.0	75.0	0.11251149126282475
10.0	1.0	0.11396151546038791
