Discretization	diffusion	R2
46.0	0.0	-0.0052728611319072805
46.0	5.0	-0.03183887166620414
46.0	75.0	-0.14196190218104054
46.0	1.0	0.009616572826121939
28.0	0.0	0.0029599926236744123
28.0	5.0	0.012105551574777551
28.0	75.0	-0.03993340198033368
28.0	1.0	0.0015719291893042664
10.0	0.0	0.03292710453457881
10.0	5.0	-0.00873531616907619
10.0	75.0	-0.012113294959984033
10.0	1.0	-0.04753529266062961
