Discretization	diffusion	MSE
46.0	0.0	0.12583802812197772
46.0	5.0	0.1178434654426836
46.0	75.0	0.13409407271912085
46.0	1.0	0.11497517807595123
28.0	0.0	0.12425110137128882
28.0	5.0	0.11140418016459147
28.0	75.0	0.1226655089159922
28.0	1.0	0.11880568601164626
10.0	0.0	0.12156030366231824
10.0	5.0	0.12653236882071237
10.0	75.0	0.12772541587242742
10.0	1.0	0.1263113975991875
