Discretization	diffusion	R2
46.0	0.0	0.00872847152779932
46.0	5.0	-0.050113997397803534
46.0	75.0	-0.125014103897378
46.0	1.0	0.014676482531980728
28.0	0.0	-0.03875488614659739
28.0	5.0	-0.036072570776273016
28.0	75.0	-0.027428370331220586
28.0	1.0	-0.021853626992403674
10.0	0.0	0.024666653415105988
10.0	5.0	-0.021445227958101
10.0	75.0	0.006071582129872577
10.0	1.0	-0.006737956170448145
